"replicate","Q1","Q2","Q3","Q4","Q5","bottom_decile","risk_lt_5pct","overall"
160,0.00379746242089016,-0.0461136284974667,-0.0366268547740073,-0.0313179015036638,-0.0703021847026153,0.0385560612927394,0.0292573673383954,-0.0338902754220637
161,0.00134836482384018,-0.0194181072638796,0.0107038542962821,0.0124900750128312,-0.0891928742132947,0.0218457637324102,0.00870551187096817,-0.0145941538075513
162,-0.00317189922699138,-0.0377395410682492,-0.00115443468623327,-0.0776278128271745,-0.0812175393085448,0.0248445060793732,0.0255002102803461,-0.0381943665297294
163,-0.00851514738505586,-0.0493609613117282,0.0320461354604682,-0.0558940717185414,-0.0939780796998372,0.00122185121289588,0.00237655937811003,-0.0340395277131914
164,0.00441944590151653,-0.0799143827795791,0.0213424060178538,-0.0304240362582659,-0.0539910979800404,-0.0191844979979065,-0.0131252674280608,-0.0293113715935772
165,-0.0273701918713266,-0.0182818292973872,-0.0479918065660476,-0.0394924027631939,-0.0367230285107007,0.0191886880393623,0.0208744963086636,-0.0346073524828145
166,0.0257627297802862,-0.0389870857258155,-0.0265635425103349,-0.0287641568534724,-0.0972467972150061,0.0324943446996499,0.0385178290429987,-0.0304103151688692
167,-0.00131713026589461,-0.0141401530756586,-0.00214892745926684,0.0218021477997934,-0.0899451594658573,0.0352671016798366,0.0284307114164339,-0.0154823948667931
168,0.0277544153134819,-0.0101546688837689,0.0163175827032512,-0.0432733568745694,-0.0114490639710039,0.0508478755533736,0.0504501612103059,-0.00611429902357602
169,0.0142202609630716,-0.052043632136242,-0.021816525060993,0.0018019778314354,-0.0782243855942683,0.0225544458379652,0.0150414523692376,-0.0250920823232549
170,0.00858938561982645,0.00464917845631474,-0.058094290056255,-0.0448491305332213,-0.0696556605932639,0.0586729530066269,0.0587423220118081,-0.0293854308990345
171,-0.0202587197592242,-0.0224150628125414,0.0350315966242956,-0.121642568466772,-0.118335823056689,0.0201382248823491,0.0220294499686235,-0.0479136865420611
172,0.00816625635900439,-0.0717144261026672,-0.0432487381739881,-0.000576210739542449,-0.101242403407583,0.0139079510283896,0.0182625030959765,-0.0373303205685406
173,-0.014254854293134,0.0166037350529258,0.000476666221715355,-0.00650151164353921,-0.0963842805796521,0.0109587288666785,0.0230949233273692,-0.0259382771151346
174,0.0138339860619052,-0.0281778160735511,-0.0367648608510639,-0.053005575587325,-0.0384471833660049,0.0173899083030402,0.029982555063356,-0.0253095131208528
